Found holeBumped leftBumped leftWDWDWAWAWDWDWDWDWDWDWAWDWAWAWIWIWAIWIDWDWDIDIAIDIWIWIWIAIAIDI_Scan:
14000, 150, 150, 80707, 118.19, 242.52, 0
453, 267.20, 54.33, 177
469, 250.73, 54.33, 178
Field:
170, 561.88, -4030.86, 265.92
20.00, 786.58, -4619.07
20.00, 736.36, -4533.00
20.00, 715.45, -4504.49
20.00, 682.50, -4444.39
20.00, 670.66, -4430.38
20.00, 665.14, -4431.23
20.00, 657.01, -4424.72
20.00, 648.49, -4416.13
20.00, 624.50, -4358.47
20.00, 633.67, -4402.35
20.00, 625.54, -4391.26
20.00, 620.59, -4390.35
20.00, 612.57, -4376.72
20.00, 609.05, -4380.38
20.00, 603.82, -4376.36
20.00, 598.84, -4372.78
20.00, 594.78, -4373.53
20.00, 590.91, -4375.48
20.00, 586.33, -4372.64
20.00, 581.18, -4364.19
20.00, 577.28, -4364.63
20.00, 573.95, -4371.87
20.00, 569.42, -4364.97
20.00, 565.64, -4367.91
20.00, 560.55, -4334.73
20.00, 557.76, -4371.99
20.00, 553.73, -4366.17
20.00, 549.68, -4372.15
20.00, 545.88, -4365.35
20.00, 541.83, -4367.53
20.00, 537.30, -4375.37
20.00, 533.30, -4373.95
20.00, 528.80, -4377.57
20.00, 524.80, -4375.99
20.00, 519.46, -4384.16
20.00, 513.86, -4392.01
20.00, 510.28, -4386.77
20.00, 503.26, -4399.90
20.00, 498.12, -4401.89
20.00, 493.72, -4400.20
20.00, 483.38, -4422.32
20.00, 492.71, -4368.21
20.00, 464.53, -4451.11
20.00, 151.45, -4240.34
DIDIWIBumped leftWIAIAIBumped leftWIBumped leftDIBumped leftDIWIAIAIAIWIWIDIWIDIWIWIAIAIAIAIWIAIAIAIAIDI_Scan:
14000, 150, 150, 80445, 276.06, 344.41, 0
449, 271.57, 344.41, 1
457, 262.93, 344.35, 2
457, 262.93, 344.44, 3
451, 269.37, 180.74, 4
455, 265.05, 344.29, 5
451, 269.37, 344.36, 6
455, 265.05, 344.07, 7
455, 265.05, 344.19, 8
449, 271.57, 344.37, 9
451, 269.37, 344.43, 10
451, 269.37, 344.43, 11
451, 269.37, 344.31, 12
451, 269.37, 344.38, 13
455, 265.05, 344.38, 14
459, 260.83, 344.40, 15
451, 269.37, 313.37, 16
451, 269.37, 344.32, 17
463, 256.72, 343.89, 18
451, 269.37, 344.20, 19
711, 116.98, 344.38, 20
448, 272.69, 344.29, 21
449, 271.57, 344.27, 22
451, 269.37, 344.42, 23
455, 265.05, 90.72, 24
455, 265.05, 344.43, 25
448, 272.69, 344.23, 26
455, 265.05, 344.46, 27
459, 260.83, 344.38, 28
451, 269.37, 344.41, 29
455, 265.05, 344.39, 30
455, 265.05, 344.40, 31
713, 116.38, 344.45, 32
449, 271.57, 344.32, 33
455, 265.05, 344.43, 34
448, 272.69, 146.30, 35
455, 265.05, 344.40, 36
453, 267.20, 344.21, 37
449, 271.57, 257.90, 38
451, 269.37, 344.32, 39
451, 269.37, 344.27, 40
455, 265.05, 343.97, 41
453, 267.20, 344.36, 42
455, 265.05, 344.27, 43
449, 271.57, 344.35, 44
703, 119.43, 344.38, 45
455, 265.05, 344.28, 46
453, 267.20, 344.20, 47
463, 256.72, 344.12, 48
531, 199.71, 337.81, 49
529, 201.10, 20.23, 50
599, 160.14, 19.32, 51
497, 225.46, 18.91, 52
449, 271.57, 18.39, 53
459, 260.83, 18.38, 54
455, 265.05, 18.34, 55
523, 205.34, 17.91, 56
633, 144.74, 17.86, 57
491, 230.53, 17.87, 58
1117, 51.12, 17.43, 59
975, 65.59, 17.39, 60
1199, 44.90, 17.38, 61
1249, 41.66, 17.34, 62
1137, 49.49, 17.33, 63
1157, 47.93, 17.35, 64
1201, 44.76, 17.34, 65
1219, 43.56, 17.27, 66
1231, 42.78, 16.86, 67
1237, 42.41, 16.86, 68
1219, 43.56, 16.85, 69
1243, 42.03, 16.86, 70
1265, 40.70, 16.86, 71
1265, 40.70, 16.85, 72
1267, 40.58, 16.86, 73
1253, 41.42, 16.85, 74
1495, 29.97, 16.85, 75
1251, 41.54, 16.86, 76
1251, 41.54, 16.85, 77
1241, 42.15, 16.86, 78
1255, 41.30, 16.86, 79
1247, 41.78, 16.86, 80
1201, 44.76, 16.91, 81
1225, 43.17, 16.92, 82
1209, 44.22, 16.90, 83
1159, 47.78, 16.91, 84
1217, 43.69, 16.90, 85
1121, 50.79, 17.39, 86
1031, 59.21, 17.39, 87
795, 95.33, 17.39, 88
595, 162.12, 17.42, 89
511, 214.27, 17.86, 90
449, 271.57, 17.91, 91
451, 269.37, 18.32, 92
465, 254.70, 18.38, 93
459, 260.83, 18.93, 94
451, 269.37, 19.29, 95
455, 265.05, 215.44, 96
455, 265.05, 344.51, 97
451, 269.37, 291.02, 98
455, 265.05, 344.35, 99
455, 265.05, 344.16, 100
449, 271.57, 344.18, 101
451, 269.37, 344.43, 102
457, 262.93, 344.28, 103
707, 118.19, 25.62, 104
455, 265.05, 25.55, 105
715, 115.78, 344.47, 106
459, 260.83, 344.42, 107
459, 260.83, 24.65, 108
455, 265.05, 24.18, 109
451, 269.37, 24.15, 110
463, 256.72, 24.12, 111
449, 271.57, 24.12, 112
723, 113.44, 23.63, 113
479, 241.22, 23.63, 114
994, 63.31, 23.58, 115
1057, 56.57, 23.58, 116
1217, 43.69, 23.12, 117
1035, 58.79, 23.12, 118
999, 62.73, 23.14, 119
991, 63.66, 23.14, 120
1257, 41.18, 23.09, 121
1013, 61.15, 23.10, 122
1015, 60.93, 23.08, 123
1023, 60.06, 23.10, 124
1039, 58.38, 23.10, 125
1019, 60.49, 23.11, 126
1267, 40.58, 23.10, 127
1015, 60.93, 23.08, 128
1247, 41.78, 23.09, 129
1026, 59.74, 23.09, 130
997, 62.96, 23.08, 131
1011, 61.37, 23.10, 132
1232, 42.72, 23.13, 133
955, 68.13, 23.15, 134
955, 68.13, 23.55, 135
969, 66.33, 23.57, 136
1155, 48.08, 23.60, 137
653, 136.72, 23.62, 138
528, 201.80, 23.67, 139
455, 265.05, 23.67, 140
459, 260.83, 24.09, 141
459, 260.83, 24.55, 142
451, 269.37, 25.02, 143
459, 260.83, 25.04, 144
451, 269.37, 344.72, 145
465, 254.70, 344.74, 146
715, 115.78, 344.72, 147
455, 265.05, 344.76, 148
459, 260.83, 344.54, 149
455, 265.05, 344.72, 150
707, 118.19, 344.79, 151
455, 265.05, 344.67, 152
459, 260.83, 344.47, 153
457, 262.93, 344.73, 154
713, 116.38, 344.70, 155
453, 267.20, 344.42, 156
455, 265.05, 344.70, 157
455, 265.05, 344.70, 158
707, 118.19, 344.70, 159
451, 269.37, 344.76, 160
465, 254.70, 344.56, 161
459, 260.83, 344.71, 162
459, 260.83, 344.71, 163
451, 269.37, 344.50, 164
465, 254.70, 344.68, 165
455, 265.05, 344.59, 166
459, 260.83, 344.70, 167
707, 118.19, 344.72, 168
715, 115.78, 344.17, 169
457, 262.93, 344.68, 170
449, 271.57, 344.46, 171
455, 265.05, 344.75, 172
455, 265.05, 344.57, 173
455, 265.05, 344.63, 174
453, 267.20, 344.46, 175
707, 118.19, 344.55, 176
451, 269.37, 344.84, 177
457, 262.93, 344.72, 178
Field:
170, 385.97, -4699.72, 22.33
20.00, 796.40, -4272.24
20.00, 782.41, -4302.61
20.00, 839.57, -4248.45
20.00, 836.32, -4266.28
20.00, 821.62, -4295.72
20.00, 819.58, -4310.31
20.00, 820.15, -4321.66
20.00, 823.25, -4330.17
20.00, 837.32, -4328.15
20.00, 831.72, -4344.60
20.00, 827.15, -4359.43
20.00, 832.31, -4365.40
20.00, 836.45, -4372.20
20.00, 847.93, -4373.16
20.00, 761.80, -4448.91
20.00, 858.63, -4385.18
20.00, 863.33, -4391.70
20.00, 873.01, -4394.82
20.00, 870.37, -4406.30
20.00, 878.82, -4410.41
20.00, 908.53, -4401.79
20.00, 899.18, -4417.22
20.00, 912.49, -4419.28
20.00, 947.91, -4409.84
20.00, 915.84, -4436.69
20.00, 968.03, -4697.17
20.00, 939.27, -4726.79
20.00, 923.85, -4772.11
20.00, 931.11, -4790.71
20.00, 929.53, -4824.62
20.00, 965.56, -4877.42
AIAIWIWIDIWIWAWAWDWDWBumped leftBumped rightBumped leftISIDIWAWIWAWAWAWAWDIWIBumped leftFound holeBumped rightBumped rightBumped right
